data,date,time,alertDate,category,category_desc,matrix_id,rid,cleaned_city,outLat,outLong,inLat,inLong
 שפלה 179,2014-08-01,01:03:06,2014-08-01T01:03:00,1,ירי רקטות וטילים,1,350,שפלה,32.0990853,34.8594174,31.513,34.452
 שפלה 183,2014-08-01,01:03:06,2014-08-01T01:03:00,1,ירי רקטות וטילים,1,350,שפלה,32.0990853,34.8594174,31.513,34.452
 שפלה 184,2014-08-01,01:03:06,2014-08-01T01:03:00,1,ירי רקטות וטילים,1,350,שפלה,32.1529632,34.9590849,31.513,34.452
שפלה 182,2014-08-01,01:03:28,2014-08-01T01:03:00,1,ירי רקטות וטילים,1,351,שפלה,32.0990853,34.8594174,31.513,34.452
 שפלה 183,2014-08-01,01:03:28,2014-08-01T01:03:00,1,ירי רקטות וטילים,1,351,שפלה,32.0990853,34.8594174,31.513,34.452
 שפלה 184,2014-08-01,01:03:28,2014-08-01T01:03:00,1,ירי רקטות וטילים,1,351,שפלה,32.1529632,34.9590849,31.513,34.452
עוטף עזה 237,2014-08-01,03:30:13,2014-08-01T03:30:00,1,ירי רקטות וטילים,1,352,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 237,2014-08-01,03:31:23,2014-08-01T03:31:00,1,ירי רקטות וטילים,1,353,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 230,2014-08-01,05:02:35,2014-08-01T05:03:00,1,ירי רקטות וטילים,1,354,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 224,2014-08-01,06:46:10,2014-08-01T06:46:00,1,ירי רקטות וטילים,1,355,עוטף עזה,31.0278694,34.8747046,31.513,34.452
באר שבע 291,2014-08-01,06:51:57,2014-08-01T06:52:00,1,ירי רקטות וטילים,1,356,באר שבע,31.2521018,34.7867691,31.513,34.452
באר שבע 288,2014-08-01,06:51:59,2014-08-01T06:52:00,1,ירי רקטות וטילים,1,357,באר שבע,31.2521018,34.7867691,31.513,34.452
 אשקלון 256,2014-08-01,06:51:59,2014-08-01T06:52:00,1,ירי רקטות וטילים,1,357,אשקלון,31.6687885,34.5742523,31.513,34.452
 באר שבע 291,2014-08-01,06:51:59,2014-08-01T06:52:00,1,ירי רקטות וטילים,1,357,באר שבע,31.2521018,34.7867691,31.513,34.452
באר שבע 288,2014-08-01,06:52:26,2014-08-01T06:52:00,1,ירי רקטות וטילים,1,358,באר שבע,31.2521018,34.7867691,31.513,34.452
 באר שבע 291,2014-08-01,06:52:26,2014-08-01T06:52:00,1,ירי רקטות וטילים,1,358,באר שבע,31.2521018,34.7867691,31.513,34.452
באר שבע 291,2014-08-01,06:52:41,2014-08-01T06:53:00,1,ירי רקטות וטילים,1,359,באר שבע,31.2521018,34.7867691,31.513,34.452
באר שבע 291,2014-08-01,06:52:41,2014-08-01T06:53:00,1,ירי רקטות וטילים,1,360,באר שבע,31.2521018,34.7867691,31.513,34.452
אשדוד 271,2014-08-01,07:30:39,2014-08-01T07:31:00,1,ירי רקטות וטילים,1,361,אשדוד,31.804381,34.655314,31.513,34.452
 אשדוד 273,2014-08-01,07:30:39,2014-08-01T07:31:00,1,ירי רקטות וטילים,1,361,אשדוד,31.804381,34.655314,31.513,34.452
 אשדוד 272,2014-08-01,07:30:39,2014-08-01T07:31:00,1,ירי רקטות וטילים,1,361,אשדוד,31.804381,34.655314,31.513,34.452
אשדוד 271,2014-08-01,07:31:13,2014-08-01T07:31:00,1,ירי רקטות וטילים,1,362,אשדוד,31.804381,34.655314,31.513,34.452
 אשדוד 273,2014-08-01,07:31:13,2014-08-01T07:31:00,1,ירי רקטות וטילים,1,362,אשדוד,31.804381,34.655314,31.513,34.452
 אשדוד 272,2014-08-01,07:31:13,2014-08-01T07:31:00,1,ירי רקטות וטילים,1,362,אשדוד,31.804381,34.655314,31.513,34.452
 אשקלון 245,2014-08-01,07:31:13,2014-08-01T07:31:00,1,ירי רקטות וטילים,1,362,אשקלון,31.6687885,34.5742523,31.513,34.452
אשדוד 273,2014-08-01,07:31:25,2014-08-01T07:31:00,1,ירי רקטות וטילים,1,363,אשדוד,31.804381,34.655314,31.513,34.452
 אשקלון 245,2014-08-01,07:31:25,2014-08-01T07:31:00,1,ירי רקטות וטילים,1,363,אשקלון,31.6687885,34.5742523,31.513,34.452
אשדוד 271,2014-08-01,07:31:27,2014-08-01T07:31:00,1,ירי רקטות וטילים,1,364,אשדוד,31.804381,34.655314,31.513,34.452
 אשדוד 273,2014-08-01,07:31:27,2014-08-01T07:31:00,1,ירי רקטות וטילים,1,364,אשדוד,31.804381,34.655314,31.513,34.452
 אשקלון 245,2014-08-01,07:31:27,2014-08-01T07:31:00,1,ירי רקטות וטילים,1,364,אשקלון,31.6687885,34.5742523,31.513,34.452
אשדוד 271,2014-08-01,07:31:38,2014-08-01T07:32:00,1,ירי רקטות וטילים,1,365,אשדוד,31.804381,34.655314,31.513,34.452
 אשקלון 245,2014-08-01,07:31:38,2014-08-01T07:32:00,1,ירי רקטות וטילים,1,365,אשקלון,31.6687885,34.5742523,31.513,34.452
אשדוד 271,2014-08-01,07:31:40,2014-08-01T07:32:00,1,ירי רקטות וטילים,1,366,אשדוד,31.804381,34.655314,31.513,34.452
 אשדוד 273,2014-08-01,07:31:40,2014-08-01T07:32:00,1,ירי רקטות וטילים,1,366,אשדוד,31.804381,34.655314,31.513,34.452
 אשקלון 245,2014-08-01,07:31:40,2014-08-01T07:32:00,1,ירי רקטות וטילים,1,366,אשקלון,31.6687885,34.5742523,31.513,34.452
 אשדוד 272,2014-08-01,07:31:40,2014-08-01T07:32:00,1,ירי רקטות וטילים,1,366,אשדוד,31.804381,34.655314,31.513,34.452
אשדוד 271,2014-08-01,07:31:55,2014-08-01T07:32:00,1,ירי רקטות וטילים,1,367,אשדוד,31.804381,34.655314,31.513,34.452
 אשדוד 273,2014-08-01,07:31:55,2014-08-01T07:32:00,1,ירי רקטות וטילים,1,367,אשדוד,31.804381,34.655314,31.513,34.452
 אשדוד 272,2014-08-01,07:31:55,2014-08-01T07:32:00,1,ירי רקטות וטילים,1,367,אשדוד,31.804381,34.655314,31.513,34.452
אשדוד 273,2014-08-01,07:32:09,2014-08-01T07:32:00,1,ירי רקטות וטילים,1,368,אשדוד,31.804381,34.655314,31.513,34.452
 אשדוד 272,2014-08-01,07:32:09,2014-08-01T07:32:00,1,ירי רקטות וטילים,1,368,אשדוד,31.804381,34.655314,31.513,34.452
אשדוד 273,2014-08-01,07:32:23,2014-08-01T07:32:00,1,ירי רקטות וטילים,1,369,אשדוד,31.804381,34.655314,31.513,34.452
עוטף עזה 217,2014-08-01,07:56:13,2014-08-01T07:56:00,1,ירי רקטות וטילים,1,370,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 237,2014-08-01,10:03:46,2014-08-01T10:04:00,1,ירי רקטות וטילים,1,371,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 237,2014-08-01,10:50:08,2014-08-01T10:50:00,1,ירי רקטות וטילים,1,372,עוטף עזה,31.046051,34.851612,31.513,34.452
באר שבע 291,2014-08-01,12:30:01,2014-08-01T12:30:00,1,ירי רקטות וטילים,1,373,באר שבע,31.2521018,34.7867691,31.513,34.452
באר שבע 291,2014-08-01,12:30:01,2014-08-01T12:30:00,1,ירי רקטות וטילים,1,374,באר שבע,31.2521018,34.7867691,31.513,34.452
באר שבע 288,2014-08-01,12:30:15,2014-08-01T12:30:00,1,ירי רקטות וטילים,1,375,באר שבע,31.2521018,34.7867691,31.513,34.452
 באר שבע 291,2014-08-01,12:30:15,2014-08-01T12:30:00,1,ירי רקטות וטילים,1,375,באר שבע,31.2521018,34.7867691,31.513,34.452
באר שבע 291,2014-08-01,12:30:58,2014-08-01T12:31:00,1,ירי רקטות וטילים,1,376,באר שבע,31.2521018,34.7867691,31.513,34.452
עוטף עזה 237,2014-08-01,13:15:51,2014-08-01T13:16:00,1,ירי רקטות וטילים,1,377,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 217,2014-08-01,13:45:06,2014-08-01T13:45:00,1,ירי רקטות וטילים,1,378,עוטף עזה,31.046051,34.851612,31.513,34.452
 אשקלון 247,2014-08-01,13:45:06,2014-08-01T13:45:00,1,ירי רקטות וטילים,1,378,אשקלון,31.6687885,34.5742523,31.513,34.452
אשקלון 247,2014-08-01,13:45:23,2014-08-01T13:45:00,1,ירי רקטות וטילים,1,379,אשקלון,31.6687885,34.5742523,31.513,34.452
עוטף עזה 220,2014-08-01,13:53:31,2014-08-01T13:54:00,1,ירי רקטות וטילים,1,380,עוטף עזה,31.046051,34.851612,31.513,34.452
 אשקלון 251,2014-08-01,13:53:31,2014-08-01T13:54:00,1,ירי רקטות וטילים,1,380,אשקלון,31.6687885,34.5742523,31.513,34.452
 עוטף עזה 251,2014-08-01,13:53:31,2014-08-01T13:54:00,1,ירי רקטות וטילים,1,380,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 220,2014-08-01,13:53:41,2014-08-01T13:54:00,1,ירי רקטות וטילים,1,381,עוטף עזה,31.046051,34.851612,31.513,34.452
 אשקלון 251,2014-08-01,13:53:41,2014-08-01T13:54:00,1,ירי רקטות וטילים,1,381,אשקלון,31.6687885,34.5742523,31.513,34.452
 עוטף עזה 251,2014-08-01,13:53:41,2014-08-01T13:54:00,1,ירי רקטות וטילים,1,381,עוטף עזה,31.046051,34.851612,31.513,34.452
 עוטף עזה 222,2014-08-01,13:53:41,2014-08-01T13:54:00,1,ירי רקטות וטילים,1,381,עוטף עזה,31.1454976,34.6122639,31.513,34.452
 עוטף עזה 221,2014-08-01,13:53:41,2014-08-01T13:54:00,1,ירי רקטות וטילים,1,381,עוטף עזה,31.046051,34.851612,31.513,34.452
אשקלון 251,2014-08-01,13:53:51,2014-08-01T13:54:00,1,ירי רקטות וטילים,1,382,אשקלון,31.6687885,34.5742523,31.513,34.452
 עוטף עזה 251,2014-08-01,13:53:51,2014-08-01T13:54:00,1,ירי רקטות וטילים,1,382,עוטף עזה,31.046051,34.851612,31.513,34.452
 עוטף עזה 222,2014-08-01,13:53:51,2014-08-01T13:54:00,1,ירי רקטות וטילים,1,382,עוטף עזה,31.1454976,34.6122639,31.513,34.452
 עוטף עזה 221,2014-08-01,13:53:51,2014-08-01T13:54:00,1,ירי רקטות וטילים,1,382,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 220,2014-08-01,13:53:57,2014-08-01T13:54:00,1,ירי רקטות וטילים,1,383,עוטף עזה,31.046051,34.851612,31.513,34.452
 אשקלון 251,2014-08-01,13:53:57,2014-08-01T13:54:00,1,ירי רקטות וטילים,1,383,אשקלון,31.6687885,34.5742523,31.513,34.452
 עוטף עזה 251,2014-08-01,13:53:57,2014-08-01T13:54:00,1,ירי רקטות וטילים,1,383,עוטף עזה,31.046051,34.851612,31.513,34.452
 עוטף עזה 222,2014-08-01,13:53:57,2014-08-01T13:54:00,1,ירי רקטות וטילים,1,383,עוטף עזה,31.1454976,34.6122639,31.513,34.452
 עוטף עזה 221,2014-08-01,13:53:57,2014-08-01T13:54:00,1,ירי רקטות וטילים,1,383,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 220,2014-08-01,13:54:09,2014-08-01T13:54:00,1,ירי רקטות וטילים,1,384,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 220,2014-08-01,13:57:46,2014-08-01T13:58:00,1,ירי רקטות וטילים,1,385,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 220,2014-08-01,13:57:50,2014-08-01T13:58:00,1,ירי רקטות וטילים,1,386,עוטף עזה,31.046051,34.851612,31.513,34.452
 עוטף עזה 219,2014-08-01,13:57:50,2014-08-01T13:58:00,1,ירי רקטות וטילים,1,386,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 219,2014-08-01,13:58:03,2014-08-01T13:58:00,1,ירי רקטות וטילים,1,387,עוטף עזה,31.046051,34.851612,31.513,34.452
אשקלון 248,2014-08-01,13:58:51,2014-08-01T13:59:00,1,ירי רקטות וטילים,1,388,אשקלון,31.6687885,34.5742523,31.513,34.452
 אשקלון 245,2014-08-01,13:58:51,2014-08-01T13:59:00,1,ירי רקטות וטילים,1,388,אשקלון,31.6687885,34.5742523,31.513,34.452
אשקלון 245,2014-08-01,13:59:18,2014-08-01T13:59:00,1,ירי רקטות וטילים,1,389,אשקלון,31.6687885,34.5742523,31.513,34.452
עוטף עזה 237,2014-08-01,16:01:35,2014-08-01T16:02:00,1,ירי רקטות וטילים,1,390,עוטף עזה,31.046051,34.851612,31.513,34.452
אשקלון 254,2014-08-01,17:42:03,2014-08-01T17:42:00,1,ירי רקטות וטילים,1,391,אשקלון,31.6687885,34.5742523,31.513,34.452
 עוטף עזה 237,2014-08-01,17:42:03,2014-08-01T17:42:00,1,ירי רקטות וטילים,1,391,עוטף עזה,31.046051,34.851612,31.513,34.452
אשקלון 254,2014-08-01,17:42:20,2014-08-01T17:42:00,1,ירי רקטות וטילים,1,392,אשקלון,31.6687885,34.5742523,31.513,34.452
עוטף עזה 231,2014-08-01,18:21:05,2014-08-01T18:21:00,1,ירי רקטות וטילים,1,393,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 218,2014-08-01,19:08:27,2014-08-01T19:08:00,1,ירי רקטות וטילים,1,394,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 231,2014-08-01,19:12:47,2014-08-01T19:13:00,1,ירי רקטות וטילים,1,395,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 231,2014-08-01,19:27:11,2014-08-01T19:27:00,1,ירי רקטות וטילים,1,396,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 232,2014-08-01,19:36:06,2014-08-01T19:36:00,1,ירי רקטות וטילים,1,397,עוטף עזה,31.4399619,34.5052226,31.513,34.452
עוטף עזה 231,2014-08-01,20:08:44,2014-08-01T20:09:00,1,ירי רקטות וטילים,1,398,עוטף עזה,31.046051,34.851612,31.513,34.452
אשדוד 271,2014-08-01,21:38:38,2014-08-01T21:39:00,1,ירי רקטות וטילים,1,399,אשדוד,31.804381,34.655314,31.513,34.452
 אשקלון 245,2014-08-01,21:38:38,2014-08-01T21:39:00,1,ירי רקטות וטילים,1,399,אשקלון,31.6687885,34.5742523,31.513,34.452
אשדוד 271,2014-08-01,21:38:40,2014-08-01T21:39:00,1,ירי רקטות וטילים,1,400,אשדוד,31.804381,34.655314,31.513,34.452
 אשקלון 246,2014-08-01,21:38:40,2014-08-01T21:39:00,1,ירי רקטות וטילים,1,400,אשקלון,31.6687885,34.5742523,31.513,34.452
 אשקלון 245,2014-08-01,21:38:40,2014-08-01T21:39:00,1,ירי רקטות וטילים,1,400,אשקלון,31.6687885,34.5742523,31.513,34.452
אשדוד 271,2014-08-01,21:39:07,2014-08-01T21:39:00,1,ירי רקטות וטילים,1,401,אשדוד,31.804381,34.655314,31.513,34.452
 אשקלון 245,2014-08-01,21:39:07,2014-08-01T21:39:00,1,ירי רקטות וטילים,1,401,אשקלון,31.6687885,34.5742523,31.513,34.452
דן 155,2014-08-02,06:00:53,2014-08-02T06:01:00,1,ירי רקטות וטילים,1,402,דן,32.957557,35.170137,31.513,34.452
 שרון 143,2014-08-02,06:00:53,2014-08-02T06:01:00,1,ירי רקטות וטילים,1,402,שרון,32.3235643,34.9286096,31.513,34.452
דן 155,2014-08-02,06:00:56,2014-08-02T06:01:00,1,ירי רקטות וטילים,1,403,דן,32.957557,35.170137,31.513,34.452
 שרון 143,2014-08-02,06:00:56,2014-08-02T06:01:00,1,ירי רקטות וטילים,1,403,שרון,32.3235643,34.9286096,31.513,34.452
 עמק חפר 139,2014-08-02,06:00:56,2014-08-02T06:01:00,1,ירי רקטות וטילים,1,403,עמק חפר,32.345267,34.870035,31.513,34.452
 שרון 142,2014-08-02,06:00:56,2014-08-02T06:01:00,1,ירי רקטות וטילים,1,403,שרון,32.3235643,34.9286096,31.513,34.452
דן 155,2014-08-02,06:02:14,2014-08-02T06:02:00,1,ירי רקטות וטילים,1,404,דן,32.957557,35.170137,31.513,34.452
 שרון 140,2014-08-02,06:02:14,2014-08-02T06:02:00,1,ירי רקטות וטילים,1,404,שרון,32.3235643,34.9286096,31.513,34.452
 שרון 143,2014-08-02,06:02:14,2014-08-02T06:02:00,1,ירי רקטות וטילים,1,404,שרון,32.3235643,34.9286096,31.513,34.452
 עמק חפר 139,2014-08-02,06:02:14,2014-08-02T06:02:00,1,ירי רקטות וטילים,1,404,עמק חפר,32.345267,34.870035,31.513,34.452
 שרון 142,2014-08-02,06:02:14,2014-08-02T06:02:00,1,ירי רקטות וטילים,1,404,שרון,32.3235643,34.9286096,31.513,34.452
שרון 140,2014-08-02,06:02:20,2014-08-02T06:02:00,1,ירי רקטות וטילים,1,405,שרון,32.3235643,34.9286096,31.513,34.452
 עמק חפר 139,2014-08-02,06:02:20,2014-08-02T06:02:00,1,ירי רקטות וטילים,1,405,עמק חפר,32.345267,34.870035,31.513,34.452
 שרון 142,2014-08-02,06:02:20,2014-08-02T06:02:00,1,ירי רקטות וטילים,1,405,שרון,32.3235643,34.9286096,31.513,34.452
שרון 140,2014-08-02,06:02:20,2014-08-02T06:02:00,1,ירי רקטות וטילים,1,406,שרון,32.3235643,34.9286096,31.513,34.452
 עמק חפר 139,2014-08-02,06:02:20,2014-08-02T06:02:00,1,ירי רקטות וטילים,1,406,עמק חפר,32.345267,34.870035,31.513,34.452
 שרון 142,2014-08-02,06:02:20,2014-08-02T06:02:00,1,ירי רקטות וטילים,1,406,שרון,32.3235643,34.9286096,31.513,34.452
דן 157,2014-08-02,06:02:21,2014-08-02T06:02:00,1,ירי רקטות וטילים,1,407,דן,33.239637,35.653953,33.2677512,35.5735599
 שרון 140,2014-08-02,06:02:21,2014-08-02T06:02:00,1,ירי רקטות וטילים,1,407,שרון,32.3235643,34.9286096,31.513,34.452
 דן 160,2014-08-02,06:02:21,2014-08-02T06:02:00,1,ירי רקטות וטילים,1,407,דן,33.239637,35.653953,33.2677512,35.5735599
 שפלה 168,2014-08-02,06:02:21,2014-08-02T06:02:00,1,ירי רקטות וטילים,1,407,שפלה,32.0990853,34.8594174,31.513,34.452
 עמק חפר 139,2014-08-02,06:02:21,2014-08-02T06:02:00,1,ירי רקטות וטילים,1,407,עמק חפר,32.345267,34.870035,31.513,34.452
 שרון 142,2014-08-02,06:02:21,2014-08-02T06:02:00,1,ירי רקטות וטילים,1,407,שרון,32.3235643,34.9286096,31.513,34.452
דן 157,2014-08-02,06:02:33,2014-08-02T06:03:00,1,ירי רקטות וטילים,1,408,דן,33.239637,35.653953,33.2677512,35.5735599
 שרון 140,2014-08-02,06:02:33,2014-08-02T06:03:00,1,ירי רקטות וטילים,1,408,שרון,32.3235643,34.9286096,31.513,34.452
 דן 160,2014-08-02,06:02:33,2014-08-02T06:03:00,1,ירי רקטות וטילים,1,408,דן,33.239637,35.653953,33.2677512,35.5735599
 שפלה 168,2014-08-02,06:02:33,2014-08-02T06:03:00,1,ירי רקטות וטילים,1,408,שפלה,32.0990853,34.8594174,31.513,34.452
דן 157,2014-08-02,06:03:41,2014-08-02T06:04:00,1,ירי רקטות וטילים,1,409,דן,33.239637,35.653953,33.2677512,35.5735599
 דן 160,2014-08-02,06:03:41,2014-08-02T06:04:00,1,ירי רקטות וטילים,1,409,דן,33.239637,35.653953,33.2677512,35.5735599
 שפלה 168,2014-08-02,06:03:41,2014-08-02T06:04:00,1,ירי רקטות וטילים,1,409,שפלה,32.0990853,34.8594174,31.513,34.452
באר שבע 292,2014-08-02,06:13:25,2014-08-02T06:13:00,1,ירי רקטות וטילים,1,410,באר שבע,31.2521018,34.7867691,31.513,34.452
באר שבע 292,2014-08-02,06:13:54,2014-08-02T06:14:00,1,ירי רקטות וטילים,1,411,באר שבע,31.2521018,34.7867691,31.513,34.452
 באר שבע 289,2014-08-02,06:13:54,2014-08-02T06:14:00,1,ירי רקטות וטילים,1,411,באר שבע,31.2521018,34.7867691,31.513,34.452
 באר שבע 291,2014-08-02,06:13:54,2014-08-02T06:14:00,1,ירי רקטות וטילים,1,411,באר שבע,31.2521018,34.7867691,31.513,34.452
באר שבע 289,2014-08-02,06:14:22,2014-08-02T06:14:00,1,ירי רקטות וטילים,1,412,באר שבע,31.2521018,34.7867691,31.513,34.452
 באר שבע 291,2014-08-02,06:14:22,2014-08-02T06:14:00,1,ירי רקטות וטילים,1,412,באר שבע,31.2521018,34.7867691,31.513,34.452
באר שבע 291,2014-08-02,06:14:37,2014-08-02T06:15:00,1,ירי רקטות וטילים,1,413,באר שבע,31.2521018,34.7867691,31.513,34.452
עוטף עזה 224,2014-08-02,12:18:28,2014-08-02T12:18:00,1,ירי רקטות וטילים,1,414,עוטף עזה,31.0278694,34.8747046,31.513,34.452
עוטף עזה 230,2014-08-02,12:33:48,2014-08-02T12:34:00,1,ירי רקטות וטילים,1,415,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 230,2014-08-02,12:34:08,2014-08-02T12:34:00,1,ירי רקטות וטילים,1,416,עוטף עזה,31.046051,34.851612,31.513,34.452
 עוטף עזה 231,2014-08-02,12:34:08,2014-08-02T12:34:00,1,ירי רקטות וטילים,1,416,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 230,2014-08-02,12:35:29,2014-08-02T12:35:00,1,ירי רקטות וטילים,1,417,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 227,2014-08-02,12:41:14,2014-08-02T12:41:00,1,ירי רקטות וטילים,1,418,עוטף עזה,30.8855278,35.1417178,31.513,34.452
עוטף עזה 224,2014-08-02,13:06:12,2014-08-02T13:06:00,1,ירי רקטות וטילים,1,419,עוטף עזה,31.0278694,34.8747046,31.513,34.452
עוטף עזה 230,2014-08-02,14:31:23,2014-08-02T14:31:00,1,ירי רקטות וטילים,1,420,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 230,2014-08-02,14:31:46,2014-08-02T14:32:00,1,ירי רקטות וטילים,1,421,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 230,2014-08-02,14:32:02,2014-08-02T14:32:00,1,ירי רקטות וטילים,1,422,עוטף עזה,31.046051,34.851612,31.513,34.452
 עוטף עזה 231,2014-08-02,14:32:02,2014-08-02T14:32:00,1,ירי רקטות וטילים,1,422,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 230,2014-08-02,14:32:02,2014-08-02T14:32:00,1,ירי רקטות וטילים,1,423,עוטף עזה,31.046051,34.851612,31.513,34.452
 עוטף עזה 231,2014-08-02,14:32:02,2014-08-02T14:32:00,1,ירי רקטות וטילים,1,423,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 231,2014-08-02,14:32:03,2014-08-02T14:32:00,1,ירי רקטות וטילים,1,424,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 237,2014-08-02,14:41:31,2014-08-02T14:42:00,1,ירי רקטות וטילים,1,425,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 224,2014-08-02,14:58:40,2014-08-02T14:59:00,1,ירי רקטות וטילים,1,426,עוטף עזה,31.0278694,34.8747046,31.513,34.452
עוטף עזה 236,2014-08-02,15:00:54,2014-08-02T15:01:00,1,ירי רקטות וטילים,1,427,עוטף עזה,31.046051,34.851612,31.513,34.452
 אשקלון 238,2014-08-02,15:00:54,2014-08-02T15:01:00,1,ירי רקטות וטילים,1,427,אשקלון,31.6687885,34.5742523,31.513,34.452
 עוטף עזה 238,2014-08-02,15:00:54,2014-08-02T15:01:00,1,ירי רקטות וטילים,1,427,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 236,2014-08-02,15:00:54,2014-08-02T15:01:00,1,ירי רקטות וטילים,1,428,עוטף עזה,31.046051,34.851612,31.513,34.452
 אשקלון 238,2014-08-02,15:00:54,2014-08-02T15:01:00,1,ירי רקטות וטילים,1,428,אשקלון,31.6687885,34.5742523,31.513,34.452
 עוטף עזה 238,2014-08-02,15:00:54,2014-08-02T15:01:00,1,ירי רקטות וטילים,1,428,עוטף עזה,31.046051,34.851612,31.513,34.452
אשקלון 238,2014-08-02,15:01:11,2014-08-02T15:01:00,1,ירי רקטות וטילים,1,429,אשקלון,31.6687885,34.5742523,31.513,34.452
 עוטף עזה 238,2014-08-02,15:01:11,2014-08-02T15:01:00,1,ירי רקטות וטילים,1,429,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 230,2014-08-02,15:42:07,2014-08-02T15:42:00,1,ירי רקטות וטילים,1,430,עוטף עזה,31.046051,34.851612,31.513,34.452
עוטף עזה 224,2014-08-02,16:12:55,2014-08-02T16:13:00,1,ירי רקטות וטילים,1,431,עוטף עזה,31.0278694,34.8747046,31.513,34.452
עוטף עזה 224,2014-08-02,16:28:19,2014-08-02T16:28:00,1,ירי רקטות וטילים,1,432,עוטף עזה,31.0278694,34.8747046,31.513,34.452
עוטף עזה 224,2014-08-02,16:28:23,2014-08-02T16:28:00,1,ירי רקטות וטילים,1,433,עוטף עזה,31.0278694,34.8747046,31.513,34.452
 עוטף עזה 223,2014-08-02,16:28:23,2014-08-02T16:28:00,1,ירי רקטות וטילים,1,433,עוטף עזה,32.0902996,34.7755464,31.513,34.452
עוטף עזה 223,2014-08-02,16:28:36,2014-08-02T16:29:00,1,ירי רקטות וטילים,1,434,עוטף עזה,32.0902996,34.7755464,31.513,34.452
באר שבע 289,2014-08-02,17:05:55,2014-08-02T17:06:00,1,ירי רקטות וטילים,1,435,באר שבע,31.2521018,34.7867691,31.513,34.452
באר שבע 288,2014-08-02,17:06:15,2014-08-02T17:06:00,1,ירי רקטות וטילים,1,436,באר שבע,31.2521018,34.7867691,31.513,34.452
 באר שבע 289,2014-08-02,17:06:15,2014-08-02T17:06:00,1,ירי רקטות וטילים,1,436,באר שבע,31.2521018,34.7867691,31.513,34.452
 אשקלון 255,2014-08-02,17:06:15,2014-08-02T17:06:00,1,ירי רקטות וטילים,1,436,אשקלון,31.6687885,34.5742523,31.513,34.452
באר שבע 288,2014-08-02,17:06:15,2014-08-02T17:06:00,1,ירי רקטות וטילים,1,437,באר שבע,31.2521018,34.7867691,31.513,34.452
 באר שבע 289,2014-08-02,17:06:15,2014-08-02T17:06:00,1,ירי רקטות וטילים,1,437,באר שבע,31.2521018,34.7867691,31.513,34.452
 אשקלון 255,2014-08-02,17:06:15,2014-08-02T17:06:00,1,ירי רקטות וטילים,1,437,אשקלון,31.6687885,34.5742523,31.513,34.452
באר שבע 288,2014-08-02,17:06:37,2014-08-02T17:07:00,1,ירי רקטות וטילים,1,438,באר שבע,31.2521018,34.7867691,31.513,34.452
 אשקלון 255,2014-08-02,17:06:37,2014-08-02T17:07:00,1,ירי רקטות וטילים,1,438,אשקלון,31.6687885,34.5742523,31.513,34.452
באר שבע 288,2014-08-02,17:06:42,2014-08-02T17:07:00,1,ירי רקטות וטילים,1,439,באר שבע,31.2521018,34.7867691,31.513,34.452
עוטף עזה 224,2014-08-02,17:09:10,2014-08-02T17:09:00,1,ירי רקטות וטילים,1,440,עוטף עזה,31.0278694,34.8747046,31.513,34.452
עוטף עזה 224,2014-08-02,17:17:00,2014-08-02T17:17:00,1,ירי רקטות וטילים,1,441,עוטף עזה,31.0278694,34.8747046,31.513,34.452
עוטף עזה 220,2014-08-02,17:35:52,2014-08-02T17:36:00,1,ירי רקטות וטילים,1,442,עוטף עזה,31.046051,34.851612,31.513,34.452
 עוטף עזה 221,2014-08-02,17:35:52,2014-08-02T17:36:00,1,ירי רקטות וטילים,1,442,עוטף עזה,31.046051,34.851612,31.513,34.452
